host_timestamp,arduino_timestamp,ax,ay,az,gx,gy,gz,temperature
398618159529600,118204,-0.0263,0.0072,-9.6024,0.0171,-0.0599,-0.0318,23.90
398618170594300,118216,-0.0239,0.0036,-9.6012,0.0195,-0.0599,-0.0305,23.90
398618182251700,118227,-0.0251,0.0024,-9.6036,0.0220,-0.0586,-0.0305,23.95
398618193586100,118238,-0.0239,0.0024,-9.6060,0.0220,-0.0586,-0.0293,23.95
398618204948900,118250,-0.0203,-0.0012,-9.6084,0.0171,-0.0599,-0.0269,23.92
398618216088800,118261,-0.0251,-0.0060,-9.6060,0.0134,-0.0611,-0.0257,23.92
398618227829900,118272,-0.0227,0.0024,-9.6096,0.0147,-0.0623,-0.0281,23.93
398618239265900,118284,-0.0215,0.0048,-9.6024,0.0159,-0.0599,-0.0293,23.94
398618250943300,118295,-0.0144,0.0084,-9.6060,0.0183,-0.0599,-0.0293,23.94
398618262072600,118306,-0.0144,0.0144,-9.6096,0.0147,-0.0599,-0.0305,23.92
398618273916300,118318,-0.0203,0.0179,-9.6084,0.0147,-0.0611,-0.0305,23.92
398618284943900,118329,-0.0203,0.0167,-9.6120,0.0171,-0.0599,-0.0318,23.90
398618296189800,118340,-0.0215,0.0132,-9.6144,0.0159,-0.0611,-0.0318,23.90
398618307645900,118352,-0.0251,0.0036,-9.6120,0.0098,-0.0611,-0.0305,23.90
398618318332500,118363,-0.0191,0.0072,-9.6048,0.0171,-0.0611,-0.0318,23.94
398618330031300,118374,-0.0275,0.0132,-9.6060,0.0281,-0.0574,-0.0318,23.94
398618341916200,118386,-0.0275,0.0144,-9.6084,0.0391,-0.0538,-0.0330,23.92
398618353107700,118397,-0.0239,0.0167,-9.6096,0.0305,-0.0562,-0.0330,23.92
398618363710000,118408,-0.0227,0.0144,-9.6108,0.0354,-0.0550,-0.0342,23.93
398618376008800,118420,-0.0191,0.0048,-9.6084,0.0391,-0.0550,-0.0330,23.93
398618387312300,118431,-0.0179,0.0012,-9.6084,0.0318,-0.0562,-0.0330,23.91
398618397660900,118442,-0.0084,0.0036,-9.6036,0.0281,-0.0586,-0.0318,23.91
398618408760200,118454,-0.0132,0.0012,-9.6036,0.0159,-0.0611,-0.0330,23.91
398618420110300,118465,-0.0120,0.0024,-9.6024,0.0134,-0.0611,-0.0318,23.88
398618432329400,118476,-0.0120,0.0084,-9.6012,0.0134,-0.0611,-0.0330,23.88
398618443033700,118488,-0.0167,0.0132,-9.6072,0.0171,-0.0599,-0.0318,23.88
398618454501800,118499,-0.0263,0.0132,-9.6072,0.0220,-0.0599,-0.0318,23.88
398618466150800,118510,-0.0323,0.0108,-9.6060,0.0244,-0.0574,-0.0318,23.93
398618477092600,118522,-0.0275,0.0024,-9.6060,0.0208,-0.0586,-0.0318,23.93
398618489179500,118533,-0.0156,-0.0024,-9.6084,0.0159,-0.0599,-0.0293,23.93
398618500448900,118544,-0.0156,-0.0072,-9.6108,0.0208,-0.0599,-0.0293,23.89
398618511271900,118556,-0.0227,-0.0024,-9.6084,0.0269,-0.0574,-0.0305,23.89
398618522492200,118567,-0.0203,0.0012,-9.6120,0.0305,-0.0574,-0.0305,23.92
398618533726900,118578,-0.0179,0.0048,-9.6144,0.0318,-0.0574,-0.0318,23.92
398618544878500,118589,-0.0179,0.0036,-9.6120,0.0305,-0.0574,-0.0330,23.96
398618556925900,118601,-0.0156,0.0060,-9.6132,0.0183,-0.0599,-0.0318,23.96
398618568399400,118612,-0.0203,0.0060,-9.6060,0.0232,-0.0574,-0.0318,23.87
398618579034700,118623,-0.0191,0.0000,-9.6072,0.0244,-0.0574,-0.0318,23.91
398618590883700,118635,-0.0156,0.0012,-9.6096,0.0232,-0.0586,-0.0318,23.91
398618601887300,118646,-0.0167,-0.0024,-9.6072,0.0318,-0.0562,-0.0318,23.89
398618613514600,118657,-0.0179,0.0012,-9.6072,0.0318,-0.0562,-0.0318,23.89
398618624922900,118669,-0.0215,0.0024,-9.6084,0.0293,-0.0574,-0.0318,23.90
398618636190100,118680,-0.0215,-0.0024,-9.6072,0.0208,-0.0599,-0.0330,23.90
398618647546900,118691,-0.0191,0.0024,-9.6084,0.0159,-0.0599,-0.0318,23.93
398618658274600,118703,-0.0096,0.0000,-9.6144,0.0269,-0.0586,-0.0318,23.89
398618669821200,118714,-0.0072,0.0012,-9.6084,0.0244,-0.0586,-0.0318,23.89
398618681340600,118725,-0.0144,0.0000,-9.6096,0.0257,-0.0574,-0.0330,23.94
398618692917800,118737,-0.0203,0.0012,-9.6120,0.0269,-0.0574,-0.0330,23.94
398618704001000,118748,-0.0144,0.0024,-9.6132,0.0220,-0.0586,-0.0330,23.95
398618715340300,118759,-0.0144,0.0024,-9.6168,0.0159,-0.0599,-0.0318,23.95
398618726106000,118771,-0.0203,0.0000,-9.6096,0.0122,-0.0599,-0.0318,23.89
398618737463400,118782,-0.0179,0.0012,-9.6060,0.0159,-0.0611,-0.0318,23.92
398618749386200,118793,-0.0167,0.0024,-9.6024,0.0147,-0.0599,-0.0318,23.92
398618760322400,118805,-0.0167,-0.0012,-9.6096,0.0208,-0.0586,-0.0318,23.89
398618772081200,118816,-0.0203,-0.0012,-9.6132,0.0208,-0.0599,-0.0318,23.89
398618782772600,118827,-0.0179,-0.0024,-9.6108,0.0195,-0.0599,-0.0318,23.93
398618794175400,118839,-0.0179,0.0000,-9.6096,0.0195,-0.0599,-0.0318,23.93
398618805787700,118850,-0.0191,0.0084,-9.6132,0.0220,-0.0599,-0.0318,23.92
398618816675600,118861,-0.0167,0.0096,-9.6120,0.0318,-0.0562,-0.0330,23.92
398618827901700,118873,-0.0167,-0.0036,-9.6120,0.0464,-0.0538,-0.0318,23.94
398618838743800,118884,-0.0179,-0.0060,-9.6108,0.0354,-0.0562,-0.0318,23.93
398618850778300,118895,-0.0179,-0.0084,-9.6072,0.0232,-0.0586,-0.0318,23.93
398618862242900,118907,-0.0120,-0.0108,-9.6096,0.0195,-0.0586,-0.0318,23.89
398618873606100,118918,-0.0156,-0.0108,-9.6120,0.0220,-0.0574,-0.0318,23.89
398618885556400,118929,-0.0191,-0.0096,-9.6060,0.0208,-0.0586,-0.0318,23.93
398618896468200,118941,-0.0156,-0.0096,-9.6072,0.0134,-0.0611,-0.0318,23.93
398618907844800,118952,-0.0203,-0.0024,-9.6060,0.0073,-0.0623,-0.0318,23.92
398618919496400,118963,-0.0215,0.0024,-9.6096,0.0086,-0.0635,-0.0318,23.87
398618930775000,118975,-0.0239,0.0036,-9.6084,0.0159,-0.0599,-0.0318,23.87
398618941516100,118986,-0.0167,0.0036,-9.6048,0.0208,-0.0586,-0.0318,23.91
398618953348900,118997,-0.0132,0.0048,-9.6084,0.0244,-0.0574,-0.0330,23.91
398618964598200,119009,-0.0156,0.0000,-9.6108,0.0342,-0.0562,-0.0330,23.90
398618976186800,119020,-0.0203,-0.0048,-9.6120,0.0415,-0.0538,-0.0318,23.90
398618986880000,119031,-0.0239,-0.0084,-9.6144,0.0440,-0.0538,-0.0330,23.94
398618998535500,119042,-0.0156,-0.0120,-9.6036,0.0232,-0.0574,-0.0330,23.93
398619009768700,119054,-0.0179,-0.0084,-9.6060,0.0122,-0.0611,-0.0330,23.93
398619021515300,119065,-0.0179,-0.0108,-9.6132,0.0134,-0.0611,-0.0318,23.93
398619032312200,119076,-0.0179,-0.0072,-9.6084,0.0171,-0.0599,-0.0318,23.93
398619043239300,119088,-0.0191,-0.0060,-9.6060,0.0220,-0.0586,-0.0330,23.88
398619054395000,119099,-0.0215,-0.0060,-9.6060,0.0195,-0.0586,-0.0330,23.88
398619065673400,119110,-0.0191,0.0000,-9.6024,0.0195,-0.0586,-0.0330,23.92
398619077032000,119122,-0.0132,-0.0072,-9.6096,0.0232,-0.0586,-0.0330,23.91
398619088218100,119133,-0.0156,-0.0060,-9.6096,0.0171,-0.0586,-0.0330,23.91
398619099709900,119144,-0.0108,-0.0060,-9.6120,0.0183,-0.0586,-0.0318,23.92
398619111006200,119156,-0.0144,-0.0096,-9.6096,0.0208,-0.0586,-0.0330,23.92
398619122347600,119167,-0.0167,-0.0108,-9.6096,0.0220,-0.0574,-0.0330,23.91
398619133647400,119179,-0.0096,-0.0096,-9.6072,0.0159,-0.0599,-0.0330,23.91
398619145008400,119190,-0.0144,-0.0060,-9.6012,0.0159,-0.0611,-0.0330,23.95
398619156388500,119201,-0.0191,-0.0060,-9.6072,0.0122,-0.0611,-0.0330,23.95
398619167848100,119213,-0.0203,0.0048,-9.6072,0.0183,-0.0599,-0.0318,23.93
398619178931500,119224,-0.0227,0.0000,-9.6108,0.0183,-0.0599,-0.0330,23.91
398619190337800,119235,-0.0191,-0.0048,-9.6108,0.0171,-0.0599,-0.0318,23.91
398619201727700,119246,-0.0144,-0.0048,-9.6048,0.0134,-0.0611,-0.0318,23.88
398619213017400,119258,-0.0108,-0.0012,-9.6036,0.0122,-0.0611,-0.0330,23.88
398619224152300,119269,-0.0108,0.0012,-9.6084,0.0122,-0.0611,-0.0330,23.87
398619235457400,119280,-0.0132,-0.0024,-9.6084,0.0134,-0.0599,-0.0330,23.87
398619247014300,119292,-0.0203,-0.0060,-9.6012,0.0208,-0.0586,-0.0318,23.88
398619259174300,119303,-0.0203,-0.0072,-9.6072,0.0244,-0.0586,-0.0318,23.90
398619270473300,119314,-0.0239,-0.0024,-9.6096,0.0269,-0.0574,-0.0342,23.90
398619281290000,119326,-0.0227,0.0012,-9.6072,0.0257,-0.0586,-0.0330,23.91
398619293128300,119337,-0.0191,0.0012,-9.6048,0.0281,-0.0574,-0.0330,23.91
398619304318200,119348,-0.0227,0.0012,-9.6072,0.0330,-0.0562,-0.0330,23.91
398619315238900,119360,-0.0215,-0.0012,-9.6060,0.0318,-0.0562,-0.0318,23.91
398619326487900,119371,-0.0167,-0.0036,-9.6024,0.0220,-0.0586,-0.0330,23.91
398619338234800,119382,-0.0215,-0.0036,-9.6036,0.0183,-0.0586,-0.0330,23.93
398619349194700,119394,-0.0191,-0.0048,-9.6084,0.0208,-0.0599,-0.0318,23.93
398619360474700,119405,-0.0156,-0.0072,-9.6120,0.0171,-0.0599,-0.0318,23.92
398619372688200,119416,-0.0120,-0.0084,-9.6060,0.0195,-0.0586,-0.0330,23.92
398619383170500,119428,-0.0144,-0.0012,-9.6036,0.0220,-0.0586,-0.0330,23.92
398619394391200,119439,-0.0144,0.0012,-9.6048,0.0244,-0.0574,-0.0330,23.92
398619405889800,119450,-0.0132,-0.0036,-9.6072,0.0195,-0.0586,-0.0330,23.91
398619417526200,119462,-0.0239,-0.0012,-9.6060,0.0134,-0.0599,-0.0330,23.95
398619428192000,119473,-0.0275,0.0012,-9.6060,0.0098,-0.0623,-0.0318,23.95
398619438947600,119484,-0.0263,0.0024,-9.6084,0.0086,-0.0611,-0.0318,23.93
398619451054700,119496,-0.0191,0.0012,-9.6048,0.0159,-0.0599,-0.0330,23.93
398619462798600,119507,-0.0203,-0.0012,-9.6072,0.0171,-0.0599,-0.0330,23.93
398619474078700,119518,-0.0227,-0.0048,-9.6096,0.0147,-0.0599,-0.0330,23.93
398619485445300,119530,-0.0191,-0.0048,-9.6048,0.0147,-0.0611,-0.0318,23.92
398619496823800,119541,-0.0251,-0.0024,-9.6072,0.0134,-0.0611,-0.0318,23.92
398619508032500,119552,-0.0215,0.0024,-9.6084,0.0171,-0.0599,-0.0330,23.93
398619519293500,119564,-0.0191,0.0084,-9.6048,0.0159,-0.0599,-0.0330,23.90
398619530678100,119575,-0.0156,0.0120,-9.6096,0.0183,-0.0599,-0.0318,23.90
398619541903900,119586,-0.0167,0.0084,-9.6144,0.0244,-0.0586,-0.0318,23.90
398619553012700,119598,-0.0215,0.0108,-9.6132,0.0257,-0.0586,-0.0330,23.90
398619564625100,119609,-0.0239,0.0120,-9.6132,0.0269,-0.0586,-0.0330,23.93
398619576411700,119620,-0.0227,0.0072,-9.6108,0.0257,-0.0574,-0.0330,23.93
398619587667900,119632,-0.0227,-0.0108,-9.6096,0.0183,-0.0599,-0.0330,23.91
398619598890700,119643,-0.0191,-0.0072,-9.6096,0.0122,-0.0611,-0.0330,23.92
398619609913600,119654,-0.0144,0.0012,-9.6120,0.0147,-0.0599,-0.0330,23.92
398619621412900,119666,-0.0179,0.0048,-9.6120,0.0183,-0.0599,-0.0330,23.90
398619633096000,119677,-0.0191,0.0060,-9.6072,0.0208,-0.0586,-0.0330,23.90
398619643707000,119688,-0.0179,0.0096,-9.6060,0.0220,-0.0574,-0.0330,23.91
398619655085100,119700,-0.0179,0.0144,-9.6060,0.0244,-0.0574,-0.0330,23.91
398619667134000,119711,-0.0179,0.0144,-9.6096,0.0330,-0.0562,-0.0318,23.96
398619677804600,119722,-0.0239,0.0060,-9.6060,0.0513,-0.0501,-0.0330,23.91
398619689419100,119734,-0.0227,-0.0048,-9.6096,0.0599,-0.0489,-0.0330,23.91
398619700524500,119745,-0.0156,-0.0144,-9.6120,0.0599,-0.0489,-0.0330,23.91
398619711806900,119756,-0.0167,-0.0227,-9.6072,0.0513,-0.0513,-0.0330,23.91
398619723906900,119768,-0.0144,-0.0275,-9.6060,0.0452,-0.0538,-0.0330,23.90
398619735158000,119779,-0.0048,-0.0275,-9.6096,0.0354,-0.0562,-0.0330,23.90
398619746017200,119790,-0.0096,-0.0287,-9.6096,0.0330,-0.0562,-0.0330,23.94
398619757715800,119802,-0.0096,-0.0227,-9.6084,0.0281,-0.0574,-0.0330,23.89
398619768650300,119813,-0.0108,-0.0156,-9.6096,0.0244,-0.0586,-0.0330,23.89
398619779949700,119824,-0.0120,-0.0108,-9.6120,0.0159,-0.0599,-0.0318,23.89
398619791724100,119836,-0.0120,-0.0096,-9.6060,0.0086,-0.0623,-0.0318,23.89
398619803036600,119847,-0.0144,-0.0096,-9.6048,0.0073,-0.0623,-0.0330,23.93
398619814081400,119858,-0.0144,-0.0108,-9.6108,0.0147,-0.0611,-0.0330,23.93
398619825772900,119870,-0.0156,-0.0120,-9.6144,0.0269,-0.0574,-0.0330,23.91
398619837035800,119881,-0.0144,-0.0156,-9.6132,0.0305,-0.0562,-0.0330,23.91
398619848272600,119892,-0.0120,-0.0227,-9.6132,0.0391,-0.0550,-0.0330,23.93
398619858842300,119903,-0.0179,-0.0263,-9.6108,0.0293,-0.0574,-0.0342,23.89
398619870097700,119915,-0.0144,-0.0275,-9.6108,0.0257,-0.0586,-0.0330,23.89
398619881096200,119926,-0.0120,-0.0239,-9.6060,0.0220,-0.0586,-0.0330,23.92
398619893646700,119937,-0.0156,-0.0239,-9.6048,0.0220,-0.0599,-0.0330,23.92
398619904422200,119949,-0.0132,-0.0227,-9.6084,0.0220,-0.0599,-0.0318,23.93
